D,Time,Project,Task,Day,Hours
,,,,,
2,9-5,HOLIDAY,New years,MON,8.0
,,,,,
3,11-12,ME0,Firmware Meeting,TUE,1.0
3,1-2,ADMIN,EDF Meeting,TUE,1.0
3,2-4:30,ETL,ETROC Card,TUE,2.5
,,,,,
4,10-11:30,ETL,Panos,WED,1.5
4,1-2,ME0,OH tester,WED,1.0
4,2-2:30,ETL,3D Printer,WED,0.5
,,,,,
5,9-11,GE21,Teststand,THU,2.0
5,11-1,GE11,Teststand,THU,2.0
5,1-3,ME0,Teststand,THU,2.0
,,,,,
6,9-10,ETL,Readout board,FRI,1.0
6,10-11,CSC,Electronics mtg,FRI,1.0
6,11-12,GE21,OH Slow control,FRI,1.0
6,12-1,GE11,OH Slow control,FRI,1.0
6,1-2,ADMIN,Meeting,FRI,1.0
6,2-3,ETL,Readout board,FRI,1.0
,,,,,
,,,,,
9,9-11,ETL,Emulator adapter,MON,2.0
9,11-12,ADMIN,Administrative details,MON,1.0
9,1-2,L0MDT,Meeting,MON,1.0
9,2-3,GE21,OH Link,MON,1.0
9,3-4,GE11,OH Link,MON,1.0
,,,,,
10,10-11,GE11,Hog,TUE,1.0
10,11-12,ETL,Module design,TUE,1.0
10,1-3,L0MDT,CSM Setup,TUE,2.0
10,3-3:30,GE11,OH Firmware,TUE,0.5
10,3:30-4,GE21,OH Firmware,TUE,0.5
,,,,,
11,9-10,GE21,Hog,WED,1.0
11,10-11,GE11,Hog,WED,1.0
11,11-12,ETL,Hog,WED,1.0
11,12-12:30,ETL,Tamalero setup help,WED,0.5
11,1-2,ME0,OH Meeting,WED,1.0
11,2-3,GE11,OH Firmware,WED,1.0
11,3-4,GE21,OH Firmware,WED,1.0
,,,,,
12,11-12,ADMIN,EDF Meeting,THU,1.0
12,12-2,GE11,Firmware,THU,2.0
12,1-3,GE21,Firmware,THU,2.0
12,3-4,ETL,Hog,THU,1.0
12,4-5,L0MDT,Hog,THU,1.0
,,,,,
13,10-11,CSC,Upgrade mtg,FRI,1.0
13,1:30-3,CSC,Upgrade mtg,FRI,1.5
,,,,,
16,9-3,HOLIDAY,Labor Day,MON,6.0
,,,,,
17,9-3,SICK,Booboo,TUE,6.0
,,,,,
18,4-4:30,GE21,Hog,WED,0.5
18,4:30-5,GE11,Hog,WED,0.5
,,,,,
19,9-10,ETL,Hog,THU,1.0
19,10-11,L0MDT,Hog,THU,1.0
19,12-2,ETL,Module,THU,2.0
19,2-2:30,GE11,GEM/CSC,THU,0.5
,,,,,
20,9:30-12,ETL,Emulator; Module,FRI,2.5
20,12-1,ADMIN,EDF Lunch,FRI,1.0
20,1-2,ETL,Emulator,FRI,1.0
20,2-6,ETL,RBv2,FRI,4.0
,,,,,
,,,,,
23,9:30-10,ETL,RBv2,MON,0.5
23,10-10:30,ME0,Firmware meeting,MON,0.5
23,10:30-11,CSC,TMB++,MON,0.5
23,11-1,ETL,RBv2,MON,2.0
23,1-1:30,L0MDT,Meeting,MON,0.5
23,1:30-3:30,ETL,RBv2,MON,2.0
,,,,,
24,9:30-10,ETL,RBv2,TUE,0.5
24,10-10:30,L0MDT,Hog,TUE,0.5
24,10:30-11,ME0,Hog,TUE,0.5
24,11-2,ETL,DAQ,TUE,3.0
24,2-4,ETL,Module meeting,TUE,2.0
,,,,,
25,9-1,ETL,RB; DAQ,WED,4.0
25,1-2,ME0,Meeting,WED,1.0
25,2-2:30,L0MDT,Meet w/ Adam,WED,0.5
25,3:30-4:30,ETL,DAQ,WED,1.0
,,,,,
26,9:30-1,ETL,DAQ; RB,THU,3.5
26,1-1:30,GE21,USCMS,THU,0.5
26,1:30-2,ME0,USCMS,THU,0.5
26,2-2:30,ETL,DAQ; RB,THU,0.5
,,,,,
27,10-1,ETL,DAQ,FRI,3.0
,,,,,
,,,,,
30,9-10,ETL,DAQ,MON,1.0
30,10-11:30,ME0,Meeting; Schedule,MON,1.5
30,11:30-1:30,ETL,DAQ,MON,2.0
30,1:30-2,L0MDT,Meeting,MON,0.5
,,,,,
31,9-1,ETL,NIM; RB,TUE,4.0
31,1-1:30,GE21,USCMS,TUE,0.5
31,1:30-2,ME0,USCMS,TUE,0.5
31,2-2:30,ADMIN,EDF meeting,TUE,0.5
31,2:30-3:30,ETL,NIM,TUE,1.0
,,,,,

