D,Time,Project,Task,Day,Hours
,,,,,
1,8-12:30,L0MDT,PDR,TUE,4.5
1,12:30-2,APOLLO,IPMC updates,TUE,1.5
1,2-3,GE11,Firmware update,TUE,1.0
,,,,,
2,9-10,L0MDT,Firmware,WED,1.0
2,10-10:30,GE11,VFAT Taskforce,WED,0.5
2,10:30-11,GE21,VFAT Taskforce,WED,0.5
2,11-12,GE11,DDR Firmware,WED,1.0
2,12-12:30,GE21,DDR Firmware,WED,0.5
2,12:30-2:30,ETL,Mockup with students,WED,2.0
2,2:30-4,ME0SF,Chloe,WED,1.5
2,4-7,ETL,Meeting + followup,WED,3.0
2,7-8,GE11,DDR Firmware,WED,1.0
,,,,,
3,9-10,GE11,DDR Firmware,THU,1.0
3,10-11,GE21,Phase2 Meeting,THU,1.0
3,11-12,APOLLO,MPI CM Meeting,THU,1.0
3,11-12,ETL,Integration meeting,THU,1.0
3,12-1,GE11,DDR Firmware,THU,1.0
3,1-2,GE21,DDR Firmware,THU,1.0
3,2-2:30,APOLLO,Adam,THU,0.5
3,2:30-3,--,Lunch,THU,0.5
3,3-4,ME0OH,Meeting,THU,1.0
,,,,,
4,9-10,Tracker,Meeting,FRI,1.0
4,10-11,GE11,DDR Firmware,FRI,1.0
4,11-12,GE21,DDR Firmware,FRI,1.0
4,11-12,ETL,Mockup orders,FRI,1.0
4,2-3,GE11,DDR Firmware,FRI,1.0
4,4-5,GE21,DDR Firmware,FRI,1.0
,,,,,
,,,,,
7,9-9:30,ADMIN,Email,MON,0.5
7,9:30-11,ADMIN,EDF Meeting,MON,1.5
7,11-12,--,Lunch,MON,1.0
7,12-1,ME0SF,Chloe,MON,1.0
7,2-6,ETL,Mockup,MON,4.0
,,,,,
8,10-11,ME0BE,Meeting,TUE,1.0
8,4-6,CSC,ODMB Integration,TUE,2.0
8,11-4,ETL,Mockup,TUE,5.0
,,,,,
9,9-10,GE21,Firmware (DDR),WED,1.0
9,10-11,ETL,Meet with Daniel,WED,1.0
9,11:30-12:30,APOLLO,Networking issues / IPMC,WED,1.0
9,12:30-1,Tracker,Meeting (BU),WED,0.5
9,12:30-1:30,APOLLO,Networking issues / IPMC,WED,1.0
9,2-6,SICK,Muscle spasm,WED,4.0
,,,,,
10,9-10:30,CSC,ODMB Meeting,THU,1.5
10,10:30-11,ETL,Meeting,THU,0.5
10,11-11:30,CSC,Meet with Eric,THU,0.5
10,11:30-12,L0MDT,Meet with Eric,THU,0.5
10,12-1:30,GE11,Firmware (4 Gbps),THU,1.5
10,1:30-3:00,CSC,ODMB Review,THU,1.5
10,3-4,APOLLO,IPMC Meeting,THU,1.0
10,4-5,ME0OH,Meeting,THU,1.0
,,,,,
11,9-10:00,GE11,Firmware,FRI,1.0
11,10-10:30,GE21,Firmware,FRI,0.5
11,10:30-12,L0MDT,DAQ Integration,FRI,1.5
11,12-2,ADMIN,EDF Meeting + Lunch,FRI,2.0
11,2-3,L0MDT,DAQ Integration,FRI,1.0
11,3-5,--,Indara,FRI,2.0
,,,,,
14,9-5,VACATION,Vacation,MON,8.0
15,9-5,VACATION,Vacation,TUE,8.0
,,,,,
16,9-12,ADMIN,EDF Meeting,WED,3.0
16,1-2,ETL,Meeting,WED,1.0
16,2-3,ADMIN,EDF Meeting,WED,1.0
16,3-4,GE11,Firmware (DDR),WED,1.0
16,4-5,ETL,Meeting (BU),WED,1.0
16,6-7,GE21,Firmware (DDR),WED,1.0
,,,,,
17,8-8:30,GE11,Firmware,THU,0.5
17,8:30-9,GE21,Firmware,THU,0.5
17,9-10,ETL,ETROC Firmware,THU,1.0
17,10-11,L0MDT,EE Meeting,THU,1.0
17,11-12,ETL,Meeting (Integration),THU,1.0
17,12-1,--,LUNCH,THU,1.0
17,1-3,ETL,ETROC Firmware,THU,2.0
17,4-5,ME0OH,Meeting,THU,1.0
17,5-6:30,ETL,Spec doc,THU,1.5
,,,,,
18,12-1,--,LUNCH,FRI,1.0
18,1-2,ME0SF,Chloe,FRI,1.0
18,2-5,ETL,Spec doc,FRI,3.0
,,,,,
,,,,,
21,9-10,ETL,Spec doc,MON,1.0
21,11-12:30,ETL,Meeting,MON,1.5
21,9-5,HOLIDAY,Presidents Day,MON,8.0
,,,,,
22,9-9:30,GE21,S-bit DAQ,TUE,0.5
22,10-11,L0MDT,Hog meeting,TUE,1.0
22,11-12,ME0BE,Firmware meeting,TUE,1.0
22,12-12:30,ETL,Email,TUE,0.5
22,12:30-1,GE11,S-bit DAQ,TUE,0.5
22,1-2,GE21,S-bit DAQ,TUE,1.0
22,2-3,ME0BE,S-bit DAQ,TUE,1.0
22,3-4,ADMIN,Meet with Ed,TUE,1.0
,,,,,
23,9-10,ADMIN,EDF meeting,WED,1.0
23,10-11,GE11,S-bit DAQ,WED,1.0
23,11-12,GE21,S-bit DAQ,WED,1.0
23,12-1,ME0BE,S-bit DAQ,WED,1.0
23,1-5,APOLLO,IPMC,WED,4.0
,,,,,
24,6-7,GE11,Clustering investigation,THU,1.0
24,5-6,GE21,Clustering investigation,THU,1.0
24,10-11,L0MDT,Meeting,THU,1.0
24,11-12,ETL,Pemnuts,THU,1.0
24,1-2,CSC,ODMB meeting,THU,1.0
24,2-3,APOLLO,IPMC work,THU,1.0
24,3-4,APOLLO,IPMC meeting,THU,1.0
24,4-5,ME0OH,Firmware chat,THU,1.0
,,,,,
25,9-10,ADMIN,EDF chat,FRI,1.0
25,10-12,APOLLO,IPMC work,FRI,2.0
25,12-1,--,Lunch,FRI,1.0
25,1-4:00,APOLLO,IPMC work; IPMC documentation,FRI,3.0
,,,,,
,,,,,
28,9-12,APOLLO,Board meeting,MON,3.0
28,12-1,ADMIN,Chat with Dan,MON,1.0
28,1-2,L0MDT,Meeting,MON,1.0
28,2-3,APOLLO,IPMC Testing,MON,1.0
28,3-4,ME0SF,Segment finding slides,MON,1.0
28,4:30-5,APOLLO,Chat with Dan,MON,0.5
,,,,,

